customer_id,region,membership_level,customer_sustainability_priority,joined_year
CUST_0659,Middle East,Gold,3,2021
CUST_0660,Middle East,Standard,1,2022
CUST_0661,North America,Silver,3,2023
CUST_0662,Middle East,Silver,1,2024
CUST_0663,North America,Standard,2,2024
CUST_0664,North America,Standard,1,2023
CUST_0665,North America,Silver,3,2024
CUST_0666,Middle East,Standard,1,2024
CUST_0667,Latin America,Gold,1,2021
CUST_0668,Middle East,Standard,1,2024
CUST_0669,Middle East,Standard,5,2024
CUST_0670,Asia-Pacific,Standard,5,2023
CUST_0671,Latin America,Silver,4,2023
CUST_0672,Asia-Pacific,Standard,5,2022
CUST_0673,Middle East,Silver,2,2021
CUST_0674,Europe,Standard,3,2023
CUST_0675,Asia-Pacific,Standard,3,2024
CUST_0676,Asia-Pacific,Silver,1,2021
CUST_0677,Europe,Gold,5,2022
CUST_0678,North America,Silver,1,2023
CUST_0679,Europe,Silver,3,2021
CUST_0680,Latin America,Silver,4,2023
CUST_0681,Asia-Pacific,Standard,4,2024
CUST_0682,Latin America,Standard,3,2023
CUST_0683,North America,Gold,2,2024
CUST_0684,North America,Silver,5,2021
CUST_0685,Europe,Standard,3,2021
CUST_0686,Europe,Silver,3,2023
CUST_0687,Asia-Pacific,Standard,1,2021
CUST_0688,Europe,Standard,2,2022
CUST_0689,Latin America,Silver,2,2021
CUST_0690,Europe,Standard,3,2024
CUST_0691,North America,Silver,5,2024
CUST_0692,Asia-Pacific,Silver,2,2023
CUST_0693,Middle East,Silver,5,2024
CUST_0694,Europe,Standard,5,2023
CUST_0695,Europe,Silver,3,2021
CUST_0696,Latin America,Gold,4,2022
CUST_0697,North America,,1,2023
CUST_0698,Latin America,Standard,3,2021
CUST_0699,Asia-Pacific,Platinum,4,2021
CUST_0700,Latin America,Standard,3,2024
CUST_0701,Europe,Silver,1,2024
CUST_0702,Middle East,Standard,3,2024
CUST_0703,Middle East,Gold,1,2023
CUST_0704,Latin America,Standard,2,2024
CUST_0705,Middle East,Standard,3,2022
CUST_0706,Latin America,Silver,4,2021
CUST_0707,Latin America,Standard,5,2021
CUST_0708,Europe,Platinum,1,2023
CUST_0709,Asia-Pacific,Standard,2,2023
CUST_0710,Middle East,Silver,1,2022
CUST_0711,Europe,Standard,5,2024
CUST_0712,Latin America,Standard,1,2024
CUST_0713,Asia-Pacific,Silver,2,2021
CUST_0714,Middle East,Standard,2,2021
CUST_0715,Latin America,Standard,2,2021
CUST_0716,Middle East,Silver,1,2021
CUST_0717,North America,Gold,3,2022
CUST_0718,Asia-Pacific,Standard,1,2022
CUST_0719,North America,Standard,2,2023
CUST_0720,Europe,Standard,1,2021
CUST_0721,Asia-Pacific,Platinum,2,2023
CUST_0722,Middle East,Standard,5,2021
CUST_0723,Europe,,5,2022
CUST_0724,North America,Standard,5,2021
CUST_0725,North America,Standard,2,2021
CUST_0726,Europe,Gold,3,2024
CUST_0727,Europe,Standard,4,2024
CUST_0728,Asia-Pacific,Standard,5,2022
CUST_0729,Latin America,Gold,2,2024
CUST_0730,Europe,Standard,2,2024
CUST_0731,Asia-Pacific,Silver,5,2021
CUST_0732,North America,Standard,1,2024
CUST_0733,North America,,5,2023
CUST_0734,North America,,2,2023
CUST_0735,Asia-Pacific,Gold,2,2023
CUST_0736,Middle East,Standard,5,2022
CUST_0737,Asia-Pacific,Silver,2,2022
CUST_0738,Latin America,Gold,3,2021
CUST_0739,Europe,Standard,5,2022
CUST_0740,Middle East,Gold,5,2024
CUST_0741,Middle East,Gold,2,2021
CUST_0742,Europe,Silver,1,2022
CUST_0743,Middle East,,4,2024
CUST_0744,Latin America,Standard,1,2023
CUST_0745,Middle East,Standard,3,2023
CUST_0746,Europe,Standard,5,2024
CUST_0747,North America,Standard,2,2021
CUST_0748,Europe,Silver,1,2023
CUST_0749,North America,Standard,1,2021
CUST_0750,North America,,4,2024
CUST_0751,North America,Standard,4,2024
CUST_0752,Latin America,Gold,4,2022
CUST_0753,Middle East,Standard,5,2023
CUST_0754,Latin America,Standard,4,2021
CUST_0755,Europe,Silver,1,2021
CUST_0756,Asia-Pacific,Gold,5,2024
CUST_0757,Europe,Standard,3,2024
CUST_0758,Latin America,Silver,1,2022
CUST_0759,Latin America,Platinum,5,2024
CUST_0760,Europe,Silver,3,2022
CUST_0761,Latin America,Standard,4,2021
CUST_0762,Middle East,Standard,1,2023
CUST_0763,Asia-Pacific,Standard,3,2022
CUST_0764,North America,Gold,1,2023
CUST_0765,Asia-Pacific,Standard,5,2023
CUST_0766,North America,Gold,1,2021
CUST_0767,Middle East,Standard,1,2023
CUST_0768,Latin America,Silver,2,2024
CUST_0769,North America,Standard,2,2021
CUST_0770,Asia-Pacific,Standard,5,2023
CUST_0771,Asia-Pacific,Silver,2,2023
CUST_0772,North America,Standard,5,2023
CUST_0773,North America,Silver,5,2021
CUST_0774,Asia-Pacific,Standard,2,2024
CUST_0775,Latin America,Gold,2,2024
CUST_0776,Latin America,Silver,3,2021
CUST_0777,Latin America,Standard,5,2023
CUST_0778,Asia-Pacific,Silver,3,2023
CUST_0779,Latin America,,1,2021
CUST_0780,Latin America,Silver,2,2022
CUST_0781,Middle East,Standard,5,2021
CUST_0782,North America,Standard,4,2021
CUST_0783,Middle East,Standard,1,2024
CUST_0784,North America,Gold,4,2022
CUST_0785,Latin America,Standard,1,2021
CUST_0786,North America,Gold,1,2024
CUST_0787,North America,Silver,2,2022
CUST_0788,Asia-Pacific,Standard,5,2023
CUST_0789,Asia-Pacific,Standard,2,2022
CUST_0790,Asia-Pacific,Silver,1,2023
CUST_0791,Middle East,Platinum,1,2024
CUST_0792,Asia-Pacific,Standard,2,2022
CUST_0793,Asia-Pacific,Gold,1,2024
CUST_0794,Middle East,Standard,3,2022
CUST_0795,Europe,Standard,4,2023
CUST_0796,Europe,Gold,3,2022
CUST_0797,Latin America,Standard,5,2023
CUST_0798,North America,Standard,5,2024
CUST_0799,Asia-Pacific,Silver,5,2023
CUST_0800,Middle East,Gold,2,2024
CUST_0801,North America,Standard,3,2023
CUST_0802,Middle East,Standard,3,2024
CUST_0803,North America,Silver,3,2021
CUST_0804,Asia-Pacific,Silver,1,2021
CUST_0805,Latin America,Silver,3,2022
CUST_0806,Latin America,Silver,3,2023
CUST_0807,Middle East,Silver,1,2021
CUST_0808,Middle East,Gold,1,2022
CUST_0809,Asia-Pacific,Silver,1,2023
CUST_0810,Middle East,Standard,4,2023
CUST_0811,North America,Standard,4,2023
CUST_0812,Latin America,Standard,3,2023
CUST_0813,Latin America,Gold,1,2021
CUST_0814,Latin America,,5,2023
CUST_0815,Asia-Pacific,Standard,2,2021
CUST_0816,Asia-Pacific,Standard,4,2021
CUST_0817,North America,Silver,1,2023
CUST_0818,Asia-Pacific,Silver,5,2023
CUST_0819,Middle East,Standard,3,2022
CUST_0820,Latin America,Gold,4,2022
CUST_0821,Latin America,Silver,1,2022
CUST_0822,Latin America,Gold,3,2023
CUST_0823,North America,Standard,3,2021
CUST_0824,Asia-Pacific,Silver,2,2023
CUST_0825,North America,Silver,3,2021
CUST_0826,Europe,Standard,1,2022
CUST_0827,North America,Standard,2,2024
CUST_0828,Latin America,Standard,5,2024
CUST_0829,Europe,Gold,1,2022
CUST_0830,Middle East,Platinum,5,2024
CUST_0831,North America,Silver,2,2021
CUST_0832,Latin America,Gold,2,2022
CUST_0833,Latin America,Silver,4,2023
CUST_0834,Asia-Pacific,Standard,5,2021
CUST_0835,Latin America,Gold,2,2023
CUST_0836,Europe,Standard,2,2024
CUST_0837,North America,Standard,5,2023
CUST_0838,Middle East,Gold,5,2023
CUST_0839,Middle East,Gold,3,2023
CUST_0840,Asia-Pacific,Standard,1,2023
CUST_0841,Latin America,Silver,5,2022
CUST_0842,Latin America,Standard,2,2022
CUST_0843,North America,Silver,5,2021
CUST_0844,Europe,Gold,4,2022
CUST_0845,Latin America,Silver,3,2024
CUST_0846,North America,Silver,1,2023
CUST_0847,North America,Gold,2,2021
CUST_0848,Latin America,Standard,3,2021
CUST_0849,North America,Gold,2,2021
CUST_0850,Middle East,Silver,4,2021
CUST_0851,North America,Standard,2,2021
CUST_0852,Middle East,Silver,5,2021
CUST_0853,Europe,,4,2021
CUST_0854,Middle East,Standard,3,2023
CUST_0855,Latin America,Gold,5,2021
CUST_0856,Europe,Gold,2,2021
CUST_0857,Latin America,Gold,1,2022
CUST_0858,Middle East,Standard,2,2023
CUST_0859,Middle East,Standard,1,2023
CUST_0860,North America,Gold,2,2024
CUST_0861,Middle East,Standard,5,2022
CUST_0862,Europe,Silver,3,2024
CUST_0863,Asia-Pacific,Platinum,4,2023
CUST_0864,Asia-Pacific,Standard,1,2024
CUST_0865,Middle East,Silver,2,2024
CUST_0866,Asia-Pacific,Gold,3,2021
CUST_0867,Latin America,Gold,3,2022
CUST_0868,Latin America,Silver,3,2022
CUST_0869,Latin America,Gold,4,2022
CUST_0870,Asia-Pacific,Standard,4,2022
CUST_0871,North America,Standard,4,2021
CUST_0872,Asia-Pacific,Silver,5,2021
CUST_0873,North America,Standard,5,2022
CUST_0874,Latin America,Standard,1,2023
CUST_0875,Middle East,Standard,3,2023
CUST_0876,Middle East,Gold,5,2021
CUST_0877,North America,Standard,5,2024
CUST_0878,North America,Silver,4,2022
CUST_0879,Middle East,Standard,3,2024
CUST_0880,Middle East,Standard,4,2022
CUST_0881,Middle East,Gold,1,2021
CUST_0882,Latin America,Platinum,5,2024
CUST_0883,North America,Silver,1,2021
CUST_0884,Latin America,Gold,3,2021
CUST_0885,Latin America,Standard,1,2021
CUST_0886,Latin America,Standard,5,2022
CUST_0887,North America,Platinum,4,2023
CUST_0888,Asia-Pacific,Standard,1,2021
CUST_0889,Europe,Silver,3,2022
CUST_0890,Latin America,Standard,3,2021
CUST_0891,Latin America,Silver,4,2022
CUST_0892,Asia-Pacific,Platinum,4,2021
CUST_0893,North America,Standard,5,2024
CUST_0894,Asia-Pacific,Silver,5,2024
CUST_0895,North America,Standard,2,2022
CUST_0896,Latin America,Silver,3,2021
CUST_0897,Europe,Standard,2,2022
CUST_0898,North America,Silver,1,2022
CUST_0899,Latin America,Gold,5,2024
CUST_0900,North America,Standard,5,2024
CUST_0901,Latin America,Platinum,1,2021
CUST_0902,Europe,Standard,2,2024
CUST_0903,Asia-Pacific,Gold,1,2024
CUST_0904,North America,Standard,4,2022
CUST_0905,Latin America,Standard,5,2021
CUST_0906,Latin America,Silver,3,2022
CUST_0907,Middle East,Standard,2,2024
CUST_0908,Latin America,Silver,4,2021
CUST_0909,Europe,Silver,4,2021
CUST_0910,Latin America,Silver,4,2022
CUST_0911,Middle East,Silver,5,2022
CUST_0912,Latin America,Standard,5,2024
CUST_0913,Europe,Standard,5,2024
CUST_0914,Middle East,Standard,4,2024
CUST_0915,Asia-Pacific,Standard,3,2022
CUST_0916,Latin America,Standard,5,2022
CUST_0917,Asia-Pacific,Platinum,3,2021
CUST_0918,Europe,Silver,4,2023
CUST_0919,North America,Silver,3,2022
CUST_0920,Europe,Standard,4,2024
CUST_0921,Asia-Pacific,Silver,1,2023
CUST_0922,Middle East,Silver,3,2023
CUST_0923,Middle East,Standard,2,2022
CUST_0924,Europe,Gold,4,2023
CUST_0925,Europe,Silver,1,2024
CUST_0926,Middle East,Standard,5,2021
CUST_0927,Middle East,Standard,5,2021
CUST_0928,Europe,Standard,2,2024
CUST_0929,Asia-Pacific,Gold,4,2023
CUST_0930,North America,Standard,1,2024
CUST_0931,Europe,Platinum,1,2024
CUST_0932,Europe,Standard,3,2024
CUST_0933,North America,Standard,2,2023
CUST_0934,Latin America,Standard,3,2023
CUST_0935,North America,Standard,3,2021
CUST_0936,Middle East,Standard,5,2021
CUST_0937,Europe,Silver,3,2022
CUST_0938,Asia-Pacific,Standard,2,2021
CUST_0939,Latin America,Standard,4,2021
CUST_0940,Europe,Silver,2,2022
CUST_0941,Latin America,Standard,4,2023
CUST_0942,North America,Platinum,2,2024
CUST_0943,North America,Standard,2,2024
CUST_0944,Latin America,Silver,5,2024
CUST_0945,North America,Standard,3,2023
CUST_0946,Latin America,Standard,5,2022
CUST_0947,Asia-Pacific,,3,2022
CUST_0948,Europe,Standard,5,2021
CUST_0949,North America,,4,2022
CUST_0950,Asia-Pacific,Platinum,2,2021
CUST_0951,Asia-Pacific,Standard,2,2023
CUST_0952,North America,Standard,4,2023
CUST_0953,Latin America,Silver,5,2022
CUST_0954,Latin America,Gold,1,2022
CUST_0955,North America,Silver,5,2023
CUST_0956,North America,Standard,4,2024
CUST_0957,North America,Standard,2,2024
CUST_0958,Latin America,Silver,5,2022
CUST_0959,North America,Standard,4,2021
CUST_0960,Asia-Pacific,Gold,2,2024
CUST_0961,Middle East,Gold,1,2024
CUST_0962,Asia-Pacific,Standard,3,2024
CUST_0963,Latin America,Platinum,5,2022
CUST_0964,Latin America,Standard,4,2021
CUST_0965,Middle East,Silver,4,2021
CUST_0966,Latin America,Standard,1,2022
CUST_0967,Europe,Standard,3,2022
CUST_0968,Middle East,Standard,5,2023
CUST_0969,Asia-Pacific,Silver,4,2022
CUST_0970,Asia-Pacific,Standard,1,2024
CUST_0971,Middle East,Silver,4,2021
CUST_0972,Europe,Standard,1,2021
CUST_0973,North America,Silver,1,2024
CUST_0974,Middle East,Silver,2,2023
CUST_0975,Middle East,Silver,5,2022
CUST_0976,Middle East,Standard,4,2024
CUST_0977,Europe,Standard,5,2021
CUST_0978,Asia-Pacific,Standard,3,2021
CUST_0979,Asia-Pacific,Standard,5,2022
CUST_0980,North America,Gold,5,2022
CUST_0981,Middle East,Gold,4,2023
CUST_0982,Middle East,Silver,2,2022
CUST_0983,Europe,Silver,5,2023
CUST_0984,North America,Standard,5,2023
CUST_0985,Europe,Standard,5,2022
CUST_0986,Latin America,Standard,3,2023
CUST_0987,Middle East,Standard,4,2023
CUST_0988,Europe,Silver,5,2024
CUST_0989,North America,Standard,5,2024
CUST_0990,Middle East,,1,2024
CUST_0991,Asia-Pacific,Standard,1,2021
CUST_0992,Europe,Platinum,2,2024
CUST_0993,Europe,Standard,4,2021
CUST_0994,North America,Standard,1,2024
CUST_0995,Middle East,Silver,5,2023
CUST_0996,Europe,,2,2023
CUST_0997,Latin America,Silver,1,2023
CUST_0998,Asia-Pacific,Gold,2,2021
CUST_0999,Latin America,Standard,4,2023
CUST_1000,Europe,Gold,1,2024
CUST_1001,Europe,Platinum,4,2024
CUST_1002,Asia-Pacific,Standard,5,2021
CUST_1003,Middle East,Standard,2,2022
CUST_1004,Latin America,Silver,5,2021
CUST_1005,Middle East,Standard,4,2021
CUST_1006,Middle East,Silver,4,2024
CUST_1007,Asia-Pacific,Silver,1,2022
CUST_1008,Europe,Gold,5,2024
CUST_1009,Asia-Pacific,Standard,1,2024
CUST_1010,Europe,Standard,3,2024
CUST_1011,North America,Standard,3,2021
CUST_1012,North America,Standard,4,2024
CUST_1013,Latin America,Standard,2,2022
CUST_1014,Europe,Platinum,1,2022
CUST_1015,North America,Silver,4,2021
CUST_1016,Middle East,Gold,4,2024
CUST_1017,Europe,Silver,4,2023
CUST_1018,Asia-Pacific,,2,2023
CUST_1019,Europe,Silver,3,2024
CUST_1020,Middle East,Silver,4,2021
CUST_1021,Asia-Pacific,Silver,1,2023
CUST_1022,Europe,Silver,2,2023
CUST_1023,Latin America,Standard,5,2024
CUST_1024,Asia-Pacific,Gold,3,2021
CUST_1025,Latin America,Standard,5,2022
CUST_1026,Asia-Pacific,Standard,2,2023
CUST_1027,Latin America,Standard,4,2022
CUST_1028,Europe,Silver,4,2021
CUST_1029,Asia-Pacific,Standard,5,2021
CUST_1030,Europe,Standard,1,2021
CUST_1031,North America,Silver,3,2022
CUST_1032,Latin America,Gold,1,2021
CUST_1033,North America,Standard,3,2021
CUST_1034,Europe,Silver,4,2023
CUST_1035,North America,Standard,1,2024
CUST_1036,Middle East,Silver,3,2022
CUST_1037,Latin America,Standard,4,2024
CUST_1038,Latin America,Standard,5,2021
CUST_1039,Asia-Pacific,Standard,5,2022
CUST_1040,Asia-Pacific,Standard,1,2022
CUST_1041,Europe,Gold,4,2022
CUST_1042,Middle East,Silver,1,2024
CUST_1043,Middle East,Platinum,3,2024
CUST_1044,Middle East,Standard,4,2023
CUST_1045,Middle East,Standard,5,2021
CUST_1046,Middle East,Standard,4,2022
CUST_1047,Europe,Standard,2,2023
CUST_1048,Middle East,Silver,4,2021
CUST_1049,Latin America,Platinum,3,2021
CUST_1050,Europe,Silver,1,2024
CUST_1051,Asia-Pacific,Gold,4,2021
CUST_1052,Asia-Pacific,Platinum,3,2021
CUST_1053,Middle East,Silver,2,2021
CUST_1054,Europe,Platinum,5,2023
CUST_1055,North America,Silver,4,2023
CUST_1056,Europe,Standard,2,2023
CUST_1057,Asia-Pacific,Silver,1,2023
CUST_1058,Asia-Pacific,Standard,5,2024
CUST_1059,Asia-Pacific,Silver,3,2023
CUST_1060,Asia-Pacific,Platinum,3,2022
CUST_1061,Latin America,Gold,2,2021
CUST_1062,Latin America,Standard,2,2024
CUST_1063,Europe,Standard,2,2022
CUST_1064,Latin America,Gold,5,2021
CUST_1065,Europe,Silver,2,2022
CUST_1066,Asia-Pacific,Gold,4,2024
CUST_1067,Europe,Standard,1,2023
CUST_1068,Middle East,Standard,4,2024
CUST_1069,Asia-Pacific,Standard,2,2021
CUST_1070,Europe,Silver,2,2022
CUST_1071,North America,,4,2021
CUST_1072,Europe,Silver,5,2021
CUST_1073,North America,Silver,1,2022
CUST_1074,North America,Standard,1,2023
CUST_1075,Latin America,Standard,3,2022
CUST_1076,Asia-Pacific,Silver,2,2023
CUST_1077,Middle East,Silver,5,2023
CUST_1078,Latin America,Silver,4,2022
CUST_1079,Latin America,Platinum,3,2023
CUST_1080,Middle East,Standard,3,2024
CUST_1081,Latin America,Standard,3,2022
CUST_1082,Asia-Pacific,Standard,2,2023
CUST_1083,Asia-Pacific,Standard,1,2024
CUST_1084,Europe,Standard,4,2022
CUST_1085,Asia-Pacific,Gold,5,2023
CUST_1086,North America,Standard,4,2022
CUST_1087,North America,Standard,3,2023
CUST_1088,North America,Standard,5,2023
CUST_1089,Europe,Standard,1,2022
CUST_1090,Asia-Pacific,Standard,3,2024
CUST_1091,Latin America,Gold,5,2023
CUST_1092,Asia-Pacific,Silver,1,2023
CUST_1093,Middle East,Platinum,2,2024
CUST_1094,Latin America,Gold,1,2021
CUST_1095,Middle East,Standard,4,2023
CUST_1096,Asia-Pacific,Standard,5,2023
CUST_1097,Latin America,Standard,4,2023
CUST_1098,North America,Standard,5,2021
CUST_1099,Asia-Pacific,Silver,4,2024
CUST_1100,North America,Standard,3,2023
CUST_1101,Latin America,Standard,1,2024
CUST_1102,Middle East,,3,2023
CUST_1103,Asia-Pacific,Silver,3,2024
CUST_1104,Europe,Silver,2,2022
CUST_1105,Europe,Standard,1,2023
CUST_1106,Asia-Pacific,Standard,4,2023
CUST_1107,North America,Gold,3,2024
CUST_1108,Europe,Standard,4,2021
CUST_1109,Europe,Platinum,2,2024
CUST_1110,North America,Platinum,2,2024
CUST_1111,Europe,Standard,2,2024
CUST_1112,Latin America,,5,2023
CUST_1113,Latin America,Standard,3,2022
CUST_1114,North America,Silver,4,2023
CUST_1115,Latin America,Silver,4,2024
CUST_1116,Middle East,Silver,3,2024
CUST_1117,Latin America,Standard,5,2024
CUST_1118,Europe,Standard,4,2023
CUST_1119,Latin America,Silver,1,2024
CUST_1120,Asia-Pacific,Standard,5,2021
CUST_1121,Latin America,Standard,5,2021
CUST_1122,Asia-Pacific,Gold,1,2021
CUST_1123,North America,Standard,3,2022
CUST_1124,Europe,Silver,1,2024
CUST_1125,North America,Gold,5,2021
CUST_1126,Europe,Standard,5,2022
CUST_1127,Middle East,Standard,1,2022
CUST_1128,Latin America,Silver,2,2022
CUST_1129,North America,Standard,3,2022
CUST_1130,North America,Silver,2,2024
CUST_1131,Middle East,Standard,2,2021
CUST_1132,Europe,Silver,1,2024
CUST_1133,North America,Standard,5,2021
CUST_1134,Europe,Gold,2,2021
CUST_1135,Europe,Silver,4,2023
CUST_1136,Asia-Pacific,Standard,3,2023
CUST_1137,North America,Gold,3,2022
CUST_1138,Europe,Standard,3,2024
CUST_1139,Latin America,Platinum,2,2024
CUST_1140,Asia-Pacific,Standard,4,2021
CUST_1141,Europe,Standard,5,2021
CUST_1142,Latin America,Silver,3,2023
CUST_1143,Latin America,Silver,1,2022
CUST_1144,Middle East,Standard,5,2021
CUST_1145,Middle East,Standard,5,2023
CUST_1146,Latin America,Platinum,4,2022
CUST_1147,Asia-Pacific,,1,2024
CUST_1148,Europe,Silver,1,2021
CUST_1149,Middle East,Standard,4,2023
CUST_1150,Middle East,Silver,1,2024
CUST_1151,Asia-Pacific,Silver,1,2022
CUST_1152,Middle East,Silver,4,2022
CUST_1153,Latin America,Standard,3,2021
CUST_1154,Middle East,Standard,4,2024
CUST_1155,Middle East,Standard,3,2023
CUST_1156,Middle East,Standard,4,2022
CUST_1157,Asia-Pacific,Standard,4,2022
CUST_1158,Asia-Pacific,Standard,3,2022
CUST_1159,Middle East,Standard,2,2024
CUST_1160,Asia-Pacific,Gold,3,2022
CUST_1161,Latin America,Silver,1,2021
CUST_1162,North America,Standard,3,2023
CUST_1163,Latin America,Gold,4,2022
CUST_1164,Middle East,Silver,5,2023
CUST_1165,Middle East,Gold,5,2023
CUST_1166,North America,Standard,1,2022
CUST_1167,Latin America,Standard,4,2021
CUST_1168,Middle East,Standard,3,2024
CUST_1169,Latin America,,2,2024
CUST_1170,Asia-Pacific,Silver,2,2021
CUST_1171,Middle East,Silver,5,2021
CUST_1172,North America,Gold,4,2024
CUST_1173,Asia-Pacific,Silver,1,2023
CUST_1174,North America,Standard,5,2022
CUST_1175,Europe,Silver,1,2023
CUST_1176,Middle East,Silver,4,2024
CUST_1177,North America,Standard,5,2021
CUST_1178,North America,Gold,3,2024
CUST_1179,Middle East,Standard,2,2024
CUST_1180,Europe,Standard,1,2024
CUST_1181,Middle East,Silver,1,2022
CUST_1182,Europe,Silver,2,2022
CUST_1183,Middle East,Standard,2,2023
CUST_1184,Middle East,Standard,4,2024
CUST_1185,Middle East,Silver,3,2022
CUST_1186,Middle East,Silver,1,2022
CUST_1187,Asia-Pacific,Standard,3,2024
CUST_1188,North America,Silver,1,2021
CUST_1189,Latin America,Silver,2,2021
CUST_1190,Asia-Pacific,Standard,4,2023
CUST_1191,Latin America,Standard,2,2022
CUST_1192,Latin America,Silver,1,2022
CUST_1193,Asia-Pacific,Silver,5,2021
CUST_1194,North America,Gold,1,2021
CUST_1195,Latin America,Silver,4,2022
CUST_1196,Latin America,Silver,3,2024
CUST_1197,North America,Standard,5,2022
CUST_1198,Middle East,Silver,4,2023
CUST_1199,North America,Standard,4,2023
CUST_1200,Middle East,Standard,4,2022
CUST_1201,North America,Gold,2,2021
CUST_1202,Middle East,Standard,5,2021
CUST_1203,Middle East,Standard,1,2021
CUST_1204,Middle East,Standard,2,2023
CUST_1205,Middle East,Gold,1,2023
CUST_1206,Latin America,Silver,3,2024
CUST_1207,Middle East,Silver,1,2021
CUST_1208,North America,Standard,5,2021
CUST_1209,North America,Standard,4,2023
CUST_1210,North America,Standard,4,2021
CUST_1211,North America,Standard,1,2024
CUST_1212,Europe,Silver,3,2023
CUST_1213,Europe,,1,2021
CUST_1214,Latin America,Silver,5,2021
CUST_1215,Latin America,Standard,2,2024
CUST_1216,Latin America,Gold,4,2021
CUST_1217,North America,Standard,3,2024
CUST_1218,Asia-Pacific,Standard,5,2022
CUST_1219,North America,Silver,3,2024
CUST_1220,Asia-Pacific,Silver,2,2022
CUST_1221,Asia-Pacific,Silver,2,2023
CUST_1222,Latin America,Silver,1,2024
CUST_1223,Asia-Pacific,Standard,4,2022
CUST_1224,North America,Silver,3,2022
CUST_1225,Asia-Pacific,,4,2021
CUST_1226,Asia-Pacific,Standard,2,2024
CUST_1227,Asia-Pacific,Silver,4,2021
CUST_1228,Asia-Pacific,Silver,1,2024
CUST_1229,Latin America,Standard,2,2021
CUST_1230,Europe,Standard,3,2024
CUST_1231,Latin America,Platinum,1,2024
CUST_1232,Europe,Standard,3,2021
CUST_1233,Middle East,Standard,4,2023
CUST_1234,Asia-Pacific,Standard,4,2023
CUST_1235,Europe,Standard,4,2024
CUST_1236,Latin America,Silver,2,2022
CUST_1237,Europe,Gold,3,2024
CUST_1238,Middle East,Standard,2,2022
CUST_1239,North America,Gold,1,2023
CUST_1240,Latin America,Standard,1,2023
CUST_1241,Latin America,Standard,3,2022
CUST_1242,North America,Standard,1,2021
CUST_1243,Middle East,Silver,4,2022
CUST_1244,Asia-Pacific,Standard,5,2024
CUST_1245,North America,Standard,3,2023
CUST_1246,Middle East,Standard,4,2021
CUST_1247,Europe,Platinum,4,2022
CUST_1248,Asia-Pacific,Standard,1,2021
CUST_1249,Middle East,Standard,1,2022
CUST_1250,Latin America,Standard,5,2023
CUST_1251,Latin America,Standard,1,2024
CUST_1252,Asia-Pacific,Platinum,4,2023
CUST_1253,Europe,Silver,5,2022
CUST_1254,Middle East,Standard,1,2023
CUST_1255,Middle East,Silver,1,2023
CUST_1256,Asia-Pacific,Standard,5,2022
CUST_1257,Europe,Platinum,5,2022
CUST_1258,Latin America,Standard,5,2023
CUST_1259,North America,Silver,4,2023
CUST_1260,Middle East,Standard,4,2024
CUST_1261,North America,Standard,1,2023
CUST_1262,North America,Platinum,1,2022
CUST_1263,North America,Standard,2,2024
CUST_1264,Middle East,Gold,2,2024
CUST_1265,Europe,Standard,1,2023
CUST_1266,Latin America,Standard,3,2023
CUST_1267,North America,Silver,5,2023
CUST_1268,Latin America,,3,2021
CUST_1269,North America,Platinum,4,2024
CUST_1270,Asia-Pacific,Gold,2,2022
CUST_1271,Middle East,Standard,1,2023
CUST_1272,Asia-Pacific,Silver,5,2024
CUST_1273,Middle East,Standard,3,2021
CUST_1274,Europe,Standard,1,2021
CUST_1275,Asia-Pacific,Standard,5,2021
CUST_1276,Latin America,Gold,3,2021
CUST_1277,North America,Silver,4,2023
CUST_1278,Latin America,Silver,1,2024
CUST_1279,Latin America,Gold,3,2022
CUST_1280,Middle East,Gold,1,2021
CUST_1281,Middle East,Standard,4,2022
CUST_1282,Latin America,Silver,5,2024
CUST_1283,North America,Standard,5,2022
CUST_1284,Middle East,Silver,1,2021
CUST_1285,North America,Gold,2,2022
CUST_1286,Latin America,Gold,3,2023
CUST_1287,Asia-Pacific,Gold,3,2022
CUST_1288,Asia-Pacific,Gold,4,2023
CUST_1289,Middle East,Standard,2,2024
CUST_1290,Latin America,Standard,3,2023
CUST_1291,Middle East,Silver,4,2022
CUST_1292,Asia-Pacific,Platinum,5,2023
CUST_1293,Middle East,Silver,4,2022
CUST_1294,Asia-Pacific,Silver,3,2024
CUST_1295,Middle East,Silver,3,2024
CUST_1296,Europe,Silver,5,2024
CUST_1297,Asia-Pacific,Silver,2,2024
CUST_1298,Europe,Standard,5,2023
CUST_1299,North America,Gold,5,2021
CUST_1300,Latin America,Standard,3,2024
CUST_1301,Middle East,Standard,3,2024
CUST_1302,Europe,Silver,3,2023
CUST_1303,Europe,Standard,1,2021
CUST_1304,Latin America,Standard,1,2022
CUST_1305,Europe,Silver,3,2024
CUST_1306,North America,Standard,5,2023
CUST_1307,Middle East,Gold,5,2024
CUST_1308,Latin America,Gold,4,2022
CUST_1309,Middle East,Platinum,1,2022
CUST_1310,Latin America,Standard,3,2022
CUST_1311,North America,Standard,2,2022
CUST_1312,North America,Platinum,1,2023
CUST_1313,Latin America,Standard,4,2024
CUST_1314,Middle East,Silver,4,2024
CUST_1315,North America,Gold,3,2022
CUST_1316,Middle East,Standard,2,2024
CUST_1317,Asia-Pacific,Standard,3,2023
CUST_1318,Latin America,Silver,5,2022
